x_acc,y_acc,z_acc
0.027,0.031,1.008
0.016,0.035,1.008
0.016,0.043,1.004
0.02,0.055,1.004
0.016,0.066,1.012
0.008,0.078,1.027
0.008,0.082,1.035
0.02,0.082,1.051
0.031,0.074,1.055
0.043,0.063,1.066
0.047,0.047,1.07
0.039,0.039,1.074
0.027,0.039,1.074
0.02,0.035,1.07
0.008,0.035,1.07
-0.004,0.027,1.078
-0.008,0.02,1.074
-0.012,0.008,1.074
-0.008,0.004,1.07
-0.008,0.008,1.07
-0.008,0.02,1.059
-0.012,0.027,1.055
-0.012,0.039,1.047
-0.008,0.043,1.031
0.008,0.031,1.023
0.02,0.02,1.031
0.035,0.012,1.027
0.039,0.012,1.016
0.039,0.012,1.012
0.039,0.012,1.012
0.043,0.012,1.008
0.039,0.02,1.004
0.035,0.027,1.012
0.027,0.035,1.016
0.02,0.051,1.023
0.012,0.051,1.035
0.016,0.051,1.043
0.023,0.055,1.043
0.031,0.059,1.051
0.031,0.066,1.059
0.035,0.086,1.063
0.035,0.09,1.066
0.043,0.09,1.063
0.039,0.098,1.059
0.031,0.102,1.051
0.008,0.105,1.047
-0.004,0.105,1.047
-0.012,0.102,1.059
-0.012,0.105,1.066
-0.023,0.102,1.066
-0.016,0.094,1.074
-0.02,0.098,1.078
-0.02,0.102,1.074
-0.023,0.098,1.066
-0.035,0.098,1.059
-0.039,0.078,1.039
-0.035,0.066,1.023
-0.02,0.07,1.023
-0.012,0.07,1.031
-0.004,0.07,1.031
-0.004,0.055,1.027
-0.012,0.039,1.023
-0.027,0.027,1.016
-0.043,0.02,1.008
-0.059,0.023,1.004
-0.074,0.02,1.016
-0.066,0.004,1.023
-0.066,-0.02,1.031
-0.066,-0.043,1.031
-0.082,-0.07,1.031
-0.094,-0.082,1.023
-0.102,-0.086,1.016
-0.098,-0.094,1.012
-0.094,-0.102,1.008
-0.094,-0.102,1.008
-0.082,-0.09,1.004
-0.078,-0.09,1.008
-0.082,-0.082,1.008
-0.078,-0.086,1.004
-0.063,-0.098,1.004
-0.043,-0.102,1.0
-0.031,-0.086,0.996
-0.035,-0.074,0.992
-0.047,-0.051,0.996
-0.063,-0.047,1.004
-0.078,-0.043,1.016
-0.09,-0.043,1.027
-0.094,-0.055,1.035
-0.102,-0.074,1.039
-0.113,-0.09,1.043
-0.129,-0.113,1.051
-0.137,-0.133,1.043
-0.141,-0.16,1.043
-0.137,-0.172,1.047
-0.121,-0.168,1.055
-0.109,-0.152,1.059
-0.098,-0.125,1.066
-0.082,-0.094,1.066
-0.051,-0.063,1.059
-0.047,-0.063,1.035
-0.039,-0.082,1.02
-0.039,-0.094,0.992
-0.043,-0.109,0.984
-0.043,-0.125,1.0
-0.027,-0.117,1.039
0.008,-0.063,1.094
0.051,0.035,1.152
0.105,0.121,1.191
0.152,0.16,1.215
0.184,0.141,1.195
0.195,0.117,1.148
0.188,0.125,1.105
0.176,0.168,1.07
0.195,0.211,1.059
0.238,0.246,1.059
0.289,0.254,1.066
0.32,0.227,1.07
0.32,0.191,1.078
0.281,0.16,1.082
0.219,0.141,1.094
0.152,0.117,1.09
0.098,0.105,1.086
0.059,0.105,1.078
0.031,0.102,1.07
0.012,0.098,1.066
0.004,0.086,1.055
-0.008,0.074,1.043
-0.012,0.078,1.027
0.004,0.074,1.008
0.039,0.07,0.984
0.074,0.066,0.973
0.09,0.063,0.965
0.098,0.055,0.965
0.105,0.047,0.969
0.113,0.035,0.977
0.113,0.027,0.984
0.102,0.027,0.996
0.098,0.031,1.008
0.094,0.047,1.035
0.105,0.066,1.059
0.125,0.094,1.082
0.141,0.117,1.102
0.141,0.133,1.113
0.129,0.141,1.109
0.109,0.137,1.09
0.098,0.117,1.055
0.105,0.086,1.023
0.113,0.043,1.0
0.105,0.004,0.977
0.066,-0.027,0.965
-0.004,-0.023,0.996
-0.094,0.043,1.047
-0.207,0.129,1.109
-0.34,0.156,1.137
-0.418,0.082,1.109
-0.375,0.0,1.051
-0.262,-0.012,1.031
-0.145,0.031,1.051
-0.086,0.074,1.082
-0.098,0.07,1.102
-0.137,0.047,1.113
-0.184,0.023,1.121
-0.176,0.039,1.121
-0.137,0.07,1.121
-0.09,0.086,1.105
-0.066,0.082,1.086
-0.066,0.078,1.066
-0.07,0.09,1.047
-0.059,0.098,1.031
-0.039,0.102,1.016
-0.023,0.098,0.988
-0.012,0.09,0.965
0.004,0.086,0.945
0.016,0.07,0.926
0.023,0.055,0.906
0.02,0.035,0.891
0.016,0.02,0.883
0.0,0.004,0.883
-0.02,-0.02,0.891
-0.039,-0.039,0.895
-0.07,-0.082,0.898
-0.098,-0.113,0.91
-0.113,-0.133,0.922
-0.113,-0.129,0.934
-0.105,-0.113,0.949
-0.09,-0.094,0.957
-0.078,-0.082,0.961
-0.086,-0.086,0.969
-0.102,-0.086,0.984
-0.086,-0.094,0.996
-0.051,-0.094,1.008
0.0,-0.102,1.016
0.063,-0.082,1.047
0.168,0.0,1.086
0.277,0.121,1.117
0.352,0.25,1.125
0.387,0.34,1.137
0.367,0.363,1.164
0.324,0.344,1.191
0.246,0.285,1.211
0.16,0.215,1.238
0.086,0.168,1.238
0.055,0.164,1.238
0.078,0.164,1.234
0.133,0.152,1.219
0.168,0.125,1.176
0.168,0.109,1.133
0.148,0.102,1.094
0.117,0.09,1.043
0.105,0.086,1.004
0.109,0.086,0.965
0.113,0.086,0.93
0.113,0.086,0.914
0.094,0.082,0.898
0.09,0.066,0.875
0.098,0.043,0.863
0.109,0.012,0.871
0.113,0.0,0.875
0.102,0.0,0.883
0.086,0.008,0.891
0.059,0.031,0.891
0.043,0.07,0.914
0.035,0.121,0.945
0.051,0.168,0.961
0.07,0.191,0.98
0.082,0.172,0.996
0.086,0.152,1.004
0.086,0.133,0.992
0.055,0.086,0.973
-0.031,0.051,1.039
-0.191,0.066,1.172
-0.391,0.133,1.348
-0.602,0.168,1.445
-0.719,0.094,1.391
-0.648,-0.012,1.258
-0.48,-0.027,1.141
-0.305,0.047,1.125
-0.188,0.16,1.164
-0.137,0.195,1.211
-0.156,0.137,1.25
-0.18,0.074,1.258
-0.176,0.066,1.254
-0.141,0.098,1.23
-0.113,0.137,1.188
-0.102,0.152,1.125
-0.094,0.137,1.043
-0.082,0.125,0.984
-0.082,0.113,0.934
-0.063,0.105,0.891
-0.047,0.102,0.852
-0.012,0.098,0.828
0.004,0.098,0.801
-0.012,0.09,0.77
-0.047,0.055,0.766
-0.086,0.004,0.785
-0.105,-0.047,0.809
-0.109,-0.086,0.84
-0.125,-0.102,0.859
-0.148,-0.105,0.879
-0.16,-0.121,0.902
-0.16,-0.133,0.934
-0.137,-0.129,0.977
-0.109,-0.113,0.988
-0.086,-0.094,0.984
-0.082,-0.082,0.973
-0.09,-0.086,0.969
-0.098,-0.074,0.961
-0.125,-0.102,0.934
-0.133,-0.113,0.891
-0.102,-0.094,0.836
-0.043,-0.074,0.789
