x_acc,y_acc,z_acc
0.207,-0.523,0.867
0.211,-0.523,0.883
0.207,-0.527,0.879
0.211,-0.52,0.887
0.215,-0.508,0.895
0.211,-0.496,0.895
0.211,-0.484,0.902
0.215,-0.477,0.914
0.211,-0.461,0.914
0.203,-0.461,0.926
0.207,-0.457,0.926
0.207,-0.465,0.926
0.188,-0.469,0.926
0.16,-0.473,0.922
0.141,-0.477,0.918
0.113,-0.488,0.91
0.086,-0.492,0.902
0.082,-0.508,0.898
0.07,-0.512,0.879
0.055,-0.52,0.871
0.047,-0.539,0.855
0.031,-0.566,0.836
0.016,-0.594,0.824
0.004,-0.609,0.813
-0.008,-0.617,0.809
-0.008,-0.633,0.793
0.012,-0.637,0.785
0.027,-0.645,0.781
0.043,-0.648,0.781
0.055,-0.652,0.781
0.063,-0.641,0.781
0.059,-0.625,0.789
0.059,-0.598,0.793
0.063,-0.57,0.801
0.063,-0.547,0.813
0.082,-0.531,0.816
0.094,-0.527,0.813
0.094,-0.523,0.809
0.09,-0.527,0.797
0.098,-0.531,0.793
0.105,-0.531,0.797
0.113,-0.531,0.793
0.113,-0.527,0.809
0.105,-0.531,0.82
0.094,-0.551,0.828
0.09,-0.563,0.84
0.09,-0.578,0.848
0.094,-0.594,0.863
0.098,-0.617,0.871
0.098,-0.633,0.879
0.094,-0.645,0.891
0.102,-0.637,0.91
0.109,-0.629,0.922
0.125,-0.617,0.934
0.145,-0.613,0.938
0.148,-0.617,0.941
0.152,-0.613,0.941
0.145,-0.602,0.938
0.141,-0.594,0.934
0.137,-0.578,0.93
0.133,-0.574,0.91
0.125,-0.578,0.887
0.117,-0.586,0.867
0.113,-0.59,0.855
0.105,-0.594,0.859
0.113,-0.598,0.871
0.133,-0.605,0.895
0.18,-0.613,0.922
0.219,-0.617,0.945
0.254,-0.605,0.953
0.266,-0.578,0.977
0.25,-0.543,1.0
0.219,-0.492,1.008
0.195,-0.438,1.004
0.176,-0.375,1.004
0.184,-0.324,0.996
0.207,-0.293,0.965
0.227,-0.289,0.93
0.23,-0.32,0.898
0.234,-0.352,0.867
0.234,-0.379,0.859
0.242,-0.402,0.859
0.25,-0.426,0.859
0.242,-0.449,0.859
0.227,-0.488,0.871
0.219,-0.512,0.879
0.203,-0.539,0.883
0.184,-0.555,0.887
0.168,-0.563,0.891
0.156,-0.57,0.895
0.156,-0.566,0.895
0.156,-0.566,0.887
0.156,-0.543,0.875
0.141,-0.531,0.859
0.121,-0.527,0.84
0.102,-0.527,0.828
0.098,-0.539,0.816
0.105,-0.551,0.809
0.113,-0.566,0.801
0.121,-0.57,0.789
0.121,-0.57,0.77
0.117,-0.574,0.762
0.117,-0.574,0.746
0.117,-0.578,0.742
0.125,-0.57,0.738
0.141,-0.551,0.746
0.168,-0.523,0.762
0.188,-0.492,0.781
0.203,-0.477,0.809
0.211,-0.473,0.832
0.211,-0.484,0.848
0.207,-0.504,0.855
0.195,-0.535,0.863
0.203,-0.57,0.863
0.211,-0.605,0.855
0.223,-0.641,0.84
0.234,-0.66,0.813
0.262,-0.676,0.797
0.27,-0.691,0.777
0.281,-0.711,0.758
0.281,-0.738,0.762
0.262,-0.813,0.801
0.215,-0.867,0.844
0.137,-0.816,0.879
0.059,-0.699,0.961
0.027,-0.547,1.082
0.023,-0.414,1.133
0.0,-0.355,1.117
-0.059,-0.371,1.051
-0.129,-0.395,0.953
-0.191,-0.406,0.855
-0.207,-0.41,0.793
-0.168,-0.438,0.777
-0.105,-0.492,0.789
-0.047,-0.551,0.809
-0.016,-0.586,0.813
-0.012,-0.594,0.824
-0.012,-0.57,0.844
-0.012,-0.527,0.867
-0.008,-0.504,0.875
0.0,-0.5,0.887
0.02,-0.508,0.883
0.047,-0.523,0.871
0.059,-0.535,0.855
0.059,-0.531,0.855
0.059,-0.527,0.848
0.059,-0.516,0.84
0.051,-0.504,0.84
0.051,-0.496,0.844
0.059,-0.496,0.836
0.07,-0.512,0.82
0.082,-0.523,0.813
0.09,-0.531,0.805
0.094,-0.547,0.797
0.098,-0.559,0.793
0.086,-0.578,0.793
0.078,-0.594,0.785
0.078,-0.613,0.781
0.082,-0.629,0.777
0.086,-0.637,0.781
0.07,-0.641,0.785
0.063,-0.641,0.797
0.063,-0.641,0.805
0.066,-0.656,0.801
0.07,-0.664,0.797
0.078,-0.664,0.801
0.066,-0.648,0.809
0.066,-0.629,0.824
0.059,-0.609,0.836
0.043,-0.605,0.828
0.031,-0.617,0.813
0.023,-0.633,0.793
0.027,-0.648,0.777
0.031,-0.664,0.75
0.035,-0.691,0.727
0.035,-0.711,0.703
0.039,-0.73,0.684
0.074,-0.762,0.727
0.207,-0.773,0.766
0.371,-0.719,0.824
0.441,-0.633,0.938
0.43,-0.539,1.059
0.359,-0.484,1.164
0.266,-0.484,1.223
0.184,-0.512,1.203
0.16,-0.527,1.148
0.172,-0.512,1.102
0.172,-0.48,1.066
0.152,-0.477,1.039
0.137,-0.5,1.023
0.141,-0.52,1.004
0.148,-0.527,0.98
0.137,-0.52,0.961
0.117,-0.492,0.949
0.082,-0.473,0.93
0.055,-0.457,0.91
0.043,-0.438,0.895
0.027,-0.422,0.879
0.023,-0.402,0.852
0.02,-0.402,0.82
0.02,-0.406,0.805
0.035,-0.414,0.789
0.051,-0.438,0.789
0.066,-0.453,0.785
0.074,-0.48,0.797
0.086,-0.508,0.805
0.105,-0.543,0.805
0.113,-0.574,0.801
0.121,-0.59,0.801
0.125,-0.598,0.801
0.129,-0.609,0.785
0.133,-0.609,0.77
0.141,-0.602,0.762
0.148,-0.59,0.754
0.16,-0.57,0.754
0.16,-0.559,0.762
0.164,-0.547,0.766
0.18,-0.551,0.777
0.168,-0.559,0.785
0.168,-0.566,0.801
0.168,-0.59,0.805
0.16,-0.625,0.801
0.152,-0.668,0.793
0.148,-0.691,0.781
0.16,-0.719,0.762
0.18,-0.734,0.746
0.191,-0.727,0.73
0.191,-0.703,0.723
0.176,-0.684,0.719
0.168,-0.695,0.727
0.164,-0.758,0.754
0.137,-0.91,0.797
0.063,-1.016,0.734
-0.027,-0.98,0.719
-0.039,-0.836,0.844
0.027,-0.609,1.055
0.066,-0.379,1.223
0.055,-0.242,1.238
0.008,-0.234,1.141
-0.063,-0.301,1.012
-0.105,-0.391,0.895
-0.09,-0.43,0.832
-0.051,-0.461,0.84
-0.004,-0.496,0.855
0.035,-0.516,0.863
0.066,-0.523,0.867
0.082,-0.52,0.871
0.086,-0.504,0.883
0.082,-0.488,0.895
0.074,-0.473,0.906
0.066,-0.461,0.906
0.059,-0.461,0.902
0.063,-0.469,0.898
0.07,-0.492,0.895
0.078,-0.5,0.895
0.09,-0.496,0.891
0.086,-0.492,0.879
0.066,-0.504,0.867
0.043,-0.52,0.859
0.031,-0.547,0.855
0.043,-0.574,0.848
0.07,-0.59,0.832
0.09,-0.598,0.824
0.094,-0.602,0.82
