x_acc,y_acc,z_acc
0.07,-0.555,0.863
0.063,-0.555,0.863
0.059,-0.555,0.863
0.059,-0.566,0.863
0.063,-0.563,0.863
0.07,-0.563,0.863
0.074,-0.563,0.859
0.074,-0.555,0.859
0.082,-0.547,0.855
0.09,-0.543,0.844
0.094,-0.543,0.832
0.102,-0.547,0.824
0.113,-0.555,0.816
0.125,-0.555,0.82
0.141,-0.555,0.82
0.152,-0.551,0.82
0.164,-0.555,0.813
0.18,-0.563,0.813
0.191,-0.57,0.816
0.203,-0.582,0.813
0.215,-0.598,0.809
0.227,-0.609,0.813
0.238,-0.625,0.813
0.242,-0.637,0.816
0.25,-0.641,0.82
0.25,-0.641,0.828
0.258,-0.645,0.832
0.258,-0.641,0.836
0.25,-0.637,0.836
0.242,-0.645,0.832
0.227,-0.66,0.828
0.207,-0.66,0.824
0.191,-0.652,0.82
0.188,-0.641,0.813
0.191,-0.629,0.793
0.203,-0.625,0.789
0.211,-0.629,0.789
0.211,-0.625,0.785
0.215,-0.617,0.785
0.223,-0.605,0.793
0.215,-0.598,0.789
0.23,-0.582,0.785
0.238,-0.57,0.781
0.242,-0.566,0.781
0.246,-0.563,0.789
0.234,-0.547,0.797
0.227,-0.535,0.82
0.23,-0.516,0.836
0.23,-0.492,0.852
0.238,-0.477,0.875
0.246,-0.453,0.883
0.258,-0.441,0.906
0.273,-0.43,0.91
0.285,-0.418,0.918
0.301,-0.434,0.922
0.313,-0.469,0.926
0.305,-0.531,0.941
0.273,-0.617,0.977
0.195,-0.727,1.027
0.086,-0.813,1.059
-0.008,-0.832,1.07
-0.051,-0.77,1.066
-0.031,-0.68,1.063
0.02,-0.605,1.055
0.066,-0.566,1.039
0.082,-0.559,1.012
0.066,-0.547,0.969
0.039,-0.52,0.922
0.004,-0.488,0.879
-0.016,-0.461,0.848
-0.023,-0.453,0.816
-0.031,-0.457,0.801
-0.039,-0.457,0.785
-0.047,-0.465,0.785
-0.063,-0.461,0.801
-0.07,-0.449,0.809
-0.082,-0.438,0.816
-0.078,-0.445,0.82
-0.074,-0.465,0.832
-0.063,-0.492,0.84
-0.055,-0.516,0.848
-0.047,-0.535,0.859
-0.039,-0.547,0.871
-0.027,-0.539,0.887
-0.02,-0.527,0.887
-0.004,-0.516,0.883
0.008,-0.512,0.883
0.016,-0.52,0.871
0.023,-0.523,0.863
0.031,-0.527,0.855
0.027,-0.527,0.844
0.031,-0.539,0.836
0.031,-0.543,0.824
0.031,-0.551,0.82
0.031,-0.559,0.813
0.035,-0.563,0.813
0.035,-0.555,0.809
0.031,-0.551,0.805
0.039,-0.559,0.805
0.043,-0.559,0.809
0.035,-0.563,0.813
0.027,-0.563,0.816
0.023,-0.551,0.82
0.016,-0.543,0.82
0.004,-0.543,0.82
-0.004,-0.551,0.828
-0.016,-0.555,0.828
-0.02,-0.547,0.828
-0.023,-0.535,0.836
-0.035,-0.531,0.836
-0.039,-0.527,0.84
-0.047,-0.527,0.855
-0.047,-0.531,0.875
-0.051,-0.539,0.887
-0.051,-0.543,0.902
-0.063,-0.547,0.914
-0.066,-0.539,0.91
-0.066,-0.535,0.914
-0.07,-0.531,0.918
-0.074,-0.531,0.91
-0.078,-0.543,0.922
-0.086,-0.598,0.961
-0.051,-0.73,1.043
0.051,-0.922,1.09
0.195,-1.043,1.047
0.305,-0.969,1.039
0.324,-0.797,1.063
0.289,-0.645,1.063
0.238,-0.555,1.027
0.184,-0.523,0.965
0.145,-0.543,0.914
0.133,-0.59,0.855
0.145,-0.641,0.805
0.172,-0.668,0.766
0.199,-0.648,0.738
0.227,-0.617,0.73
0.242,-0.574,0.73
0.254,-0.527,0.738
0.266,-0.488,0.75
0.277,-0.477,0.766
0.262,-0.484,0.781
0.254,-0.508,0.809
0.234,-0.523,0.828
0.215,-0.523,0.852
0.18,-0.52,0.871
0.16,-0.496,0.887
0.152,-0.477,0.891
0.156,-0.477,0.879
0.172,-0.492,0.863
0.188,-0.512,0.844
0.203,-0.527,0.813
0.211,-0.531,0.789
0.195,-0.531,0.773
0.172,-0.531,0.762
0.156,-0.531,0.754
0.133,-0.547,0.738
0.125,-0.551,0.727
0.125,-0.559,0.723
0.133,-0.563,0.723
0.148,-0.563,0.723
0.156,-0.563,0.723
0.172,-0.566,0.723
0.18,-0.574,0.73
0.191,-0.574,0.738
0.207,-0.57,0.746
0.215,-0.563,0.762
0.223,-0.559,0.781
0.23,-0.559,0.797
0.23,-0.559,0.82
0.223,-0.543,0.832
0.219,-0.531,0.848
0.223,-0.527,0.852
0.227,-0.531,0.848
0.227,-0.547,0.848
0.23,-0.559,0.84
0.242,-0.586,0.836
0.246,-0.633,0.836
0.23,-0.711,0.859
0.195,-0.828,0.906
0.125,-0.961,0.973
0.02,-1.07,1.027
-0.09,-1.098,1.055
-0.145,-1.004,1.059
-0.141,-0.836,1.051
-0.086,-0.668,1.027
-0.023,-0.551,1.004
0.012,-0.52,0.973
0.02,-0.543,0.93
0.008,-0.59,0.891
-0.016,-0.609,0.852
-0.051,-0.578,0.824
-0.055,-0.547,0.813
-0.066,-0.52,0.809
-0.086,-0.52,0.816
-0.102,-0.535,0.824
-0.109,-0.539,0.84
-0.102,-0.52,0.844
-0.082,-0.484,0.844
-0.051,-0.453,0.855
-0.016,-0.449,0.859
0.004,-0.473,0.863
0.016,-0.504,0.863
0.023,-0.52,0.855
0.023,-0.512,0.852
0.02,-0.5,0.848
0.016,-0.496,0.852
0.016,-0.496,0.84
0.02,-0.5,0.828
0.031,-0.504,0.813
0.043,-0.504,0.789
0.051,-0.504,0.777
0.055,-0.504,0.766
0.055,-0.512,0.758
0.059,-0.523,0.754
0.055,-0.543,0.754
0.043,-0.555,0.754
0.031,-0.57,0.754
0.023,-0.586,0.766
0.016,-0.574,0.773
0.008,-0.566,0.781
0.0,-0.547,0.789
-0.016,-0.531,0.805
-0.023,-0.512,0.82
-0.031,-0.516,0.84
-0.039,-0.52,0.848
-0.043,-0.523,0.855
-0.051,-0.523,0.859
-0.055,-0.52,0.879
-0.066,-0.512,0.887
-0.066,-0.504,0.887
-0.074,-0.508,0.883
-0.086,-0.5,0.879
-0.102,-0.488,0.887
-0.105,-0.48,0.883
-0.109,-0.52,0.898
-0.066,-0.664,1.043
0.066,-1.016,1.195
0.305,-1.34,1.086
0.496,-1.262,0.977
0.527,-0.934,1.0
0.449,-0.629,1.023
0.367,-0.449,1.0
0.285,-0.395,0.945
0.242,-0.457,0.918
0.238,-0.57,0.906
0.242,-0.68,0.891
0.246,-0.707,0.867
0.242,-0.656,0.859
0.242,-0.582,0.859
0.234,-0.52,0.867
0.227,-0.484,0.867
0.219,-0.473,0.875
0.203,-0.492,0.871
0.184,-0.508,0.867
0.156,-0.512,0.852
0.141,-0.5,0.836
0.129,-0.48,0.809
0.125,-0.465,0.793
0.129,-0.461,0.777
0.125,-0.465,0.77
0.133,-0.477,0.762
0.141,-0.5,0.75
0.141,-0.508,0.734
0.133,-0.512,0.723
0.125,-0.508,0.719
0.121,-0.5,0.715
0.129,-0.508,0.711
0.137,-0.527,0.707
0.145,-0.543,0.703
0.148,-0.559,0.707
0.164,-0.574,0.715
0.184,-0.586,0.719
0.199,-0.594,0.727
0.215,-0.598,0.738
0.227,-0.598,0.75
0.227,-0.598,0.766
0.223,-0.594,0.785
0.223,-0.582,0.805
0.211,-0.57,0.828
0.207,-0.555,0.828
0.211,-0.547,0.832
0.211,-0.547,0.828
0.211,-0.559,0.824
0.211,-0.57,0.813
0.223,-0.582,0.797
0.234,-0.598,0.777
0.242,-0.609,0.762
0.254,-0.613,0.746
0.273,-0.605,0.738
0.293,-0.605,0.734
0.305,-0.633,0.746
0.316,-0.734,0.82
0.254,-0.949,0.918
0.078,-1.227,0.969
-0.152,-1.359,1.0
-0.301,-1.242,1.012
-0.324,-1.012,1.023
-0.25,-0.758,1.035
-0.156,-0.555,1.031
-0.09,-0.445,1.02
-0.059,-0.434,0.992
-0.055,-0.5,0.961
-0.059,-0.586,0.926
-0.066,-0.652,0.891
-0.07,-0.676,0.859
-0.07,-0.664,0.848
-0.074,-0.641,0.832
-0.063,-0.617,0.809
-0.051,-0.59,0.785
-0.031,-0.551,0.766
-0.012,-0.523,0.762
0.004,-0.512,0.75
0.012,-0.523,0.734
0.02,-0.535,0.723
0.012,-0.551,0.719
0.008,-0.551,0.711
0.0,-0.539,0.699
0.012,-0.523,0.695
0.02,-0.504,0.703
0.023,-0.488,0.711
0.023,-0.488,0.723
0.016,-0.492,0.734
0.012,-0.5,0.75
0.008,-0.512,0.766
0.008,-0.52,0.773
0.0,-0.531,0.789
0.0,-0.547,0.793
-0.004,-0.559,0.797
-0.008,-0.551,0.793
-0.02,-0.531,0.797
-0.027,-0.516,0.813
-0.035,-0.516,0.816
-0.047,-0.523,0.832
-0.059,-0.527,0.848
-0.059,-0.535,0.852
-0.059,-0.555,0.855
-0.063,-0.559,0.855
-0.066,-0.559,0.855
-0.07,-0.559,0.867
-0.082,-0.566,0.883
-0.098,-0.555,0.891
-0.094,-0.551,0.902
-0.102,-0.539,0.898
-0.105,-0.527,0.902
-0.109,-0.512,0.895
-0.117,-0.5,0.895
-0.125,-0.484,0.887
-0.121,-0.527,0.926
-0.07,-0.699,1.117
0.07,-1.059,1.23
0.297,-1.277,1.086
0.422,-1.148,1.031
0.422,-0.852,1.063
0.375,-0.598,1.066
0.309,-0.449,1.02
0.246,-0.41,0.988
0.207,-0.465,0.984
0.203,-0.566,0.973
0.215,-0.664,0.949
0.215,-0.695,0.918
0.215,-0.645,0.906
0.211,-0.563,0.91
0.199,-0.492,0.902
0.176,-0.457,0.898
0.156,-0.453,0.887
0.137,-0.457,0.871
